w_early,w_late,n_cut,save_enabled,method,reversal_rate,tech_vulnerability,popularity_vulnerability,n_weeks,n_samples_per_week
0.4,0.0,4,False,daws_direct,0.37720512820512825,0.021776649746192894,0.038604060913705586,197,200
0.4,0.0,4,True,daws_direct,0.37720512820512825,0.021776649746192894,0.038604060913705586,197,200
0.4,0.0,4,True,daws_save,0.392,0.003248730964467005,0.03893401015228427,197,200
0.4,0.0,5,False,daws_direct,0.40864102564102567,0.015812182741116752,0.05299492385786802,197,200
0.4,0.0,5,True,daws_direct,0.40864102564102567,0.015812182741116752,0.05299492385786802,197,200
0.4,0.0,5,True,daws_save,0.41297435897435897,0.0030710659898477155,0.05312182741116751,197,200
0.4,0.0,6,False,daws_direct,0.425025641025641,0.012690355329949238,0.06621827411167512,197,200
0.4,0.0,6,True,daws_direct,0.425025641025641,0.012690355329949238,0.06621827411167512,197,200
0.4,0.0,6,True,daws_save,0.425974358974359,0.0027157360406091366,0.06629441624365483,197,200
0.4,0.1,4,False,daws_direct,0.34982051282051285,0.028451776649746196,0.01568527918781726,197,200
0.4,0.1,4,True,daws_direct,0.34982051282051285,0.028451776649746196,0.01568527918781726,197,200
0.4,0.1,4,True,daws_save,0.38976923076923076,0.003375634517766498,0.03309644670050762,197,200
0.4,0.1,5,False,daws_direct,0.3616923076923077,0.02253807106598985,0.019390862944162437,197,200
0.4,0.1,5,True,daws_direct,0.3616923076923077,0.02253807106598985,0.019390862944162437,197,200
0.4,0.1,5,True,daws_save,0.40661538461538466,0.0032233502538071067,0.04126903553299493,197,200
0.4,0.1,6,False,daws_direct,0.3680769230769231,0.01954314720812183,0.022918781725888328,197,200
0.4,0.1,6,True,daws_direct,0.3680769230769231,0.01954314720812183,0.022918781725888328,197,200
0.4,0.1,6,True,daws_save,0.4153846153846154,0.002944162436548223,0.047131979695431474,197,200
0.4,0.2,4,False,daws_direct,0.33258974358974364,0.033502538071065985,0.006294416243654823,197,200
0.4,0.2,4,True,daws_direct,0.33258974358974364,0.033502538071065985,0.006294416243654823,197,200
0.4,0.2,4,True,daws_save,0.37961538461538463,0.0037563451776649747,0.02350253807106599,197,200
0.4,0.2,5,False,daws_direct,0.33502564102564103,0.02918781725888325,0.007081218274111675,197,200
0.4,0.2,5,True,daws_direct,0.33502564102564103,0.02918781725888325,0.007081218274111675,197,200
0.4,0.2,5,True,daws_save,0.38856410256410256,0.0036294416243654822,0.02565989847715736,197,200
0.4,0.2,6,False,daws_direct,0.332974358974359,0.02657360406091371,0.007842639593908629,197,200
0.4,0.2,6,True,daws_direct,0.332974358974359,0.02657360406091371,0.007842639593908629,197,200
0.4,0.2,6,True,daws_save,0.3931282051282051,0.0034517766497461928,0.027614213197969546,197,200
0.4,0.3,4,False,daws_direct,0.32676923076923076,0.0367258883248731,0.0031472081218274113,197,200
0.4,0.3,4,True,daws_direct,0.32676923076923076,0.0367258883248731,0.0031472081218274113,197,200
0.4,0.3,4,True,daws_save,0.37207692307692314,0.003984771573604061,0.017791878172588833,197,200
0.4,0.3,5,False,daws_direct,0.32543589743589746,0.03459390862944162,0.0034010152284263957,197,200
0.4,0.3,5,True,daws_direct,0.32543589743589746,0.03459390862944162,0.0034010152284263957,197,200
0.4,0.3,5,True,daws_save,0.37523076923076926,0.003908629441624366,0.018350253807106597,197,200
0.4,0.3,6,False,daws_direct,0.3223846153846154,0.03304568527918782,0.0035532994923857864,197,200
0.4,0.3,6,True,daws_direct,0.3223846153846154,0.03304568527918782,0.0035532994923857864,197,200
0.4,0.3,6,True,daws_save,0.37641025641025644,0.0038071065989847717,0.018857868020304567,197,200
0.4,0.4,4,False,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,4,True,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,4,True,daws_save,0.36800000000000005,0.004086294416243655,0.014619289340101522,197,200
0.4,0.4,5,False,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,5,True,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,5,True,daws_save,0.36800000000000005,0.004086294416243655,0.014619289340101522,197,200
0.4,0.4,6,False,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,6,True,daws_direct,0.3265897435897436,0.03987309644670051,0.001700507614213198,197,200
0.4,0.4,6,True,daws_save,0.36800000000000005,0.004086294416243655,0.014619289340101522,197,200
0.5,0.0,4,False,daws_direct,0.4195384615384615,0.03822335025380711,0.038451776649746194,197,200
0.5,0.0,4,True,daws_direct,0.4195384615384615,0.03822335025380711,0.038451776649746194,197,200
0.5,0.0,4,True,daws_save,0.3972564102564103,0.003730964467005076,0.038553299492385784,197,200
0.5,0.0,5,False,daws_direct,0.446923076923077,0.02868020304568528,0.05289340101522843,197,200
0.5,0.0,5,True,daws_direct,0.446923076923077,0.02868020304568528,0.05289340101522843,197,200
0.5,0.0,5,True,daws_save,0.41925641025641025,0.0035025380710659894,0.052944162436548224,197,200
0.5,0.0,6,False,daws_direct,0.4563333333333333,0.022512690355329948,0.06621827411167512,197,200
0.5,0.0,6,True,daws_direct,0.4563333333333333,0.022512690355329948,0.06621827411167512,197,200
0.5,0.0,6,True,daws_save,0.43087179487179483,0.0030964467005076142,0.06621827411167512,197,200
0.5,0.1,4,False,daws_direct,0.39215384615384613,0.04489847715736041,0.015532994923857868,197,200
0.5,0.1,4,True,daws_direct,0.39215384615384613,0.04489847715736041,0.015532994923857868,197,200
